0,2.74103848795304,2.79074405155708,2.84044961516112
0.1,2.77345355112194,2.826563902041,2.87967425296006
0.2,2.80592928911012,2.86199283905155,2.91805638899298
0.3,2.83829149175773,2.89698241627308,2.95567334078842
0.4,2.86887154997734,2.92729566799747,2.9857197860176
0.5,2.8965621622761,2.95321779300294,3.00987342372979
0.6,2.92104772191164,2.97549624983405,3.02994477775646
0.7,2.94266801791978,2.99511431327961,3.04756060863943
0.8,2.96199173051909,3.01279924745575,3.06360676439241
0.9,2.97953376607905,3.02901304717539,3.07849232827173
1,2.995679232648,3.04406183601327,3.09244443937855
1.1,3.01070558961681,3.05815119973084,3.10559680984486
1.2,3.02482955523522,3.07143410453704,3.11803865383887
1.3,3.03821246496732,3.08402291194403,3.12983335892074
1.4,3.05097258864881,3.09601222481675,3.14105186098469
1.5,3.06318498525758,3.10746551182286,3.15174603838813
1.6,3.07491116137039,3.11844139602388,3.16197163067736
1.7,3.0861777631613,3.12897337522318,3.17176898728507
1.8,3.09700450030109,3.13908509207515,3.18116568384921
1.9,3.10738164968895,3.14879154322,3.19020143675105
2,3.11727936170076,3.1580970582872,3.19891475487364
2.1,3.12662715335387,3.16696996791342,3.20731278247297
2.2,3.13535404498181,3.17538163825508,3.21540923152835
2.3,3.14338767566419,3.18331209299372,3.22323651032326
2.4,3.1507276981822,3.19076710283843,3.23080650749466
2.5,3.15743688811865,3.19779064816777,3.23814440821688
2.6,3.16361759451345,3.20443746676204,3.24525733901064
2.7,3.16935003151319,3.21074890764646,3.25214778377973
2.8,3.17473057538469,3.21678209009992,3.25883360481514
2.9,3.17981678450035,3.22256992976745,3.26532307503455
3,3.18465276733075,3.2281377281403,3.27162268894986
3.1,3.18925556724397,3.23349967718979,3.27774378713561
3.2,3.19366320684457,3.23868100369275,3.28369880054093
3.3,3.19789661775711,3.2436847098488,3.2894728019405
3.4,3.20196729575823,3.24852325975704,3.29507922375586
3.5,3.20589226057393,3.25320601716312,3.3005197737523
3.6,3.20968555246041,3.25774343757548,3.30580132269054
3.7,3.21335340384423,3.262138436047,3.31092346824978
3.8,3.21689620892213,3.2663977997544,3.31589939058668
3.9,3.22033208579862,3.27053346623339,3.32073484666816
4,3.22365901348714,3.27454400005702,3.3254289866269
4.1,3.22687546650522,3.27841885489819,3.32996224329117
4.2,3.22999785575373,3.28216311847398,3.33432838119423
4.3,3.23303696004872,3.28578850886691,3.33854005768509
4.4,3.2359802854131,3.28929006545695,3.34259984550079
4.5,3.23881809356049,3.29265516104828,3.34649222853608
4.6,3.24156858012014,3.2958915600976,3.35021454007506
4.7,3.24424255714394,3.29899810360619,3.35375365006845
4.8,3.2468342350922,3.30196761644476,3.35710099779733
4.9,3.2493398502618,3.30479709008008,3.36025432989837
5,3.25177456919222,3.30749496731457,3.36321536543692
5.1,3.25414981724004,3.3100588536802,3.36596789012036
5.2,3.25645969807888,3.31249562846159,3.36853155884429
5.3,3.25870497395172,3.31482958532459,3.37095419669747
5.4,3.2608977453343,3.31707177931828,3.37324581330226
5.5,3.26305798531771,3.31925534225026,3.37545269918281
5.6,3.26519102438608,3.32139248889931,3.37759395341254
5.7,3.26729886332782,3.32349878415271,3.3796987049776
5.8,3.26937308320819,3.32557875136162,3.38178441951505
5.9,3.27142792883631,3.32766894962536,3.3839099704144
6,3.27347253192629,3.32975691465152,3.38604129737675
6.1,3.27551012934842,3.33182918169068,3.38814823403294
6.2,3.27754104008993,3.33388925097674,3.39023746186354
6.3,3.2795726625166,3.33594790300231,3.39232314348801
6.4,3.2816070296025,3.33801000326576,3.39441297692902
6.5,3.28364697760058,3.34006799529261,3.39648901298465
6.6,3.28568755822881,3.34212163749644,3.39855571676406
6.7,3.28772847236378,3.34416789697796,3.40060732159214
6.8,3.28976685755947,3.34621406202388,3.40266126648829
6.9,3.29180573516837,3.34825065793147,3.40469558069457
7,3.29384530615423,3.35027575133527,3.40670619651631
7.1,3.29588632288785,3.3522882025276,3.40869008216734
7.2,3.29792028479966,3.35428693501232,3.41065358522498
7.3,3.29995320649583,3.35627901566095,3.41260482482608
7.4,3.30198298714475,3.3582610407306,3.41453909431644
7.5,3.3040089580691,3.36022980663981,3.41645065521053
7.6,3.3060302079319,3.36219246018993,3.41835471244797
7.7,3.30804314916223,3.36414055987742,3.42023797059261
7.8,3.31004034044533,3.36606106933106,3.4220817982168
7.9,3.31202368619801,3.36796244783427,3.42390120947053
8,3.31399654491067,3.36985734025974,3.4257181356088
8.1,3.31594865107483,3.37173155959873,3.42751446812262
8.2,3.31787934127854,3.37358118263096,3.42928302398338
8.3,3.31978653912062,3.37541045105591,3.43103436299119
8.4,3.3216804577522,3.377218854793,3.43275725183381
8.5,3.32355923044625,3.37899877110298,3.43443831175972
